标签文件,类别,问题,细节
frame7_000095.txt,加钢脚水泥,R2框太小,w=0.031 h=0.100
frame7_000096.txt,加钢脚水泥,R2框太小,w=0.031 h=0.101
frame7_000097.txt,加钢脚水泥,R2框太小,w=0.031 h=0.086
frame7_000098.txt,加钢脚水泥,R2框太小,w=0.031 h=0.088
frame7_000099.txt,加钢脚水泥,R2框太小,w=0.030 h=0.089
frame7_000100.txt,加钢脚水泥,R2框太小,w=0.029 h=0.088
frame7_000101.txt,加钢脚水泥,R2框太小,w=0.028 h=0.085
frame7_000102.txt,加钢脚水泥,R2框太小,w=0.029 h=0.097
frame7_000103.txt,加钢脚水泥,R2框太小,w=0.030 h=0.097
frame7_000104.txt,加钢脚水泥,R2框太小,w=0.029 h=0.092
frame7_000105.txt,加钢脚水泥,R2框太小,w=0.027 h=0.097
frame7_000106.txt,加钢脚水泥,R2框太小,w=0.028 h=0.087
frame7_000107.txt,加钢脚水泥,R2框太小,w=0.027 h=0.089
frame7_000108.txt,加钢脚水泥,R2框太小,w=0.029 h=0.085
frame7_000109.txt,加钢脚水泥,R2框太小,w=0.025 h=0.088
frame7_000339.txt,舀料,R4连拍重复,与frame7_000338.txt几乎同框
frame7_000759.txt,舀料,R4连拍重复,与frame7_000758.txt几乎同框
frame7_000760.txt,舀料,R4连拍重复,与frame7_000759.txt几乎同框
frame7_000775.txt,舀料,R1静置误标(附近无人),person数=1
frame7_000776.txt,舀料,R1静置误标(附近无人),person数=1
frame7_000793.txt,舀料,R1静置误标(附近无人),person数=2
frame7_000794.txt,舀料,R1静置误标(附近无人),person数=1
frame7_000807.txt,装杯,R1静置误标(附近无人),person数=0
frame7_000865.txt,加钢脚水泥,R2框太小,w=0.032 h=0.086
frame7_000866.txt,加钢脚水泥,R2框太小,w=0.028 h=0.084
frame7_000867.txt,加钢脚水泥,R2框太小,w=0.029 h=0.088
frame7_000868.txt,加钢脚水泥,R2框太小,w=0.033 h=0.083
frame7_001086.txt,舀料,R4连拍重复,与frame7_001085.txt几乎同框
frame7_001115.txt,装杯,R4连拍重复,与frame7_001114.txt几乎同框
frame7_001195.txt,加钢脚水泥,R2框太小,w=0.028 h=0.082
frame7_001196.txt,加钢脚水泥,R2框太小,w=0.032 h=0.085
frame7_001197.txt,加钢脚水泥,R2框太小,w=0.030 h=0.089
frame7_001198.txt,加钢脚水泥,R2框太小,w=0.028 h=0.081
frame7_001199.txt,加钢脚水泥,R2框太小,w=0.029 h=0.087
frame7_001200.txt,加钢脚水泥,R2框太小,w=0.029 h=0.078
frame7_001201.txt,加钢脚水泥,R2框太小,w=0.029 h=0.081
frame7_001202.txt,加钢脚水泥,R2框太小,w=0.030 h=0.074
frame7_001203.txt,加钢脚水泥,R2框太小,w=0.028 h=0.076
frame7_001204.txt,加钢脚水泥,R2框太小,w=0.030 h=0.078
frame7_001205.txt,加钢脚水泥,R2框太小,w=0.033 h=0.085
frame7_001410.txt,舀料,R1静置误标(附近无人),person数=1
frame7_001411.txt,舀料,R1静置误标(附近无人),person数=1
frame7_001418.txt,装杯,R1静置误标(附近无人),person数=1
frame7_001420.txt,装杯,R1静置误标(附近无人),person数=2
frame7_001424.txt,舀料,R1静置误标(附近无人),person数=1
frame7_001425.txt,舀料,R1静置误标(附近无人),person数=1
frame7_001452.txt,装杯,R4连拍重复,与frame7_001451.txt几乎同框
frame7_001453.txt,装杯,R4连拍重复,与frame7_001452.txt几乎同框
frame7_001457.txt,舀料,R1静置误标(附近无人),person数=1
frame7_001511.txt,加钢脚水泥,R2框太小,w=0.031 h=0.074
frame7_001512.txt,加钢脚水泥,R2框太小,w=0.031 h=0.088
frame7_001513.txt,加钢脚水泥,R2框太小,w=0.029 h=0.080
frame7_001514.txt,加钢脚水泥,R2框太小,w=0.029 h=0.095
frame7_001515.txt,加钢脚水泥,R2框太小,w=0.029 h=0.095
frame7_001516.txt,加钢脚水泥,R2框太小,w=0.031 h=0.092
frame7_001517.txt,加钢脚水泥,R2框太小,w=0.031 h=0.089
frame7_001517.txt,加钢脚水泥,R4连拍重复,与frame7_001516.txt几乎同框
frame7_001518.txt,加钢脚水泥,R2框太小,w=0.031 h=0.085
frame7_001743.txt,装杯,R1静置误标(附近无人),person数=0
frame7_001841.txt,加钢脚水泥,R4连拍重复,与frame7_001840.txt几乎同框
frame7_002141.txt,舀料,R4连拍重复,与frame7_002140.txt几乎同框
frame7_002148.txt,装杯,R4连拍重复,与frame7_002147.txt几乎同框
frame7_002167.txt,装杯,R4连拍重复,与frame7_002149.txt几乎同框
frame7_002204.txt,装杯,R1静置误标(附近无人),person数=1
frame7_002235.txt,加钢脚水泥,R2框太小,w=0.034 h=0.092
frame7_002236.txt,加钢脚水泥,R2框太小,w=0.032 h=0.098
frame7_002237.txt,加钢脚水泥,R2框太小,w=0.034 h=0.087
frame7_002239.txt,加钢脚水泥,R2框太小,w=0.032 h=0.094
frame7_002240.txt,加钢脚水泥,R2框太小,w=0.028 h=0.091
frame7_002241.txt,加钢脚水泥,R2框太小,w=0.028 h=0.095
frame7_002242.txt,加钢脚水泥,R2框太小,w=0.027 h=0.088
frame7_002243.txt,加钢脚水泥,R2框太小,w=0.029 h=0.086
frame7_002244.txt,加钢脚水泥,R2框太小,w=0.028 h=0.088
frame7_002245.txt,加钢脚水泥,R2框太小,w=0.029 h=0.085
frame7_002246.txt,加钢脚水泥,R2框太小,w=0.029 h=0.098
frame7_002544.txt,装杯,R4连拍重复,与frame7_002543.txt几乎同框
frame7_002547.txt,装杯,R4连拍重复,与frame7_002546.txt几乎同框
frame7_002549.txt,装杯,R4连拍重复,与frame7_002548.txt几乎同框
frame7_002605.txt,加钢脚水泥,R2框太小,w=0.029 h=0.070
frame7_002606.txt,加钢脚水泥,R2框太小,w=0.032 h=0.074
frame7_002607.txt,加钢脚水泥,R2框太小,w=0.027 h=0.081
frame7_002608.txt,加钢脚水泥,R2框太小,w=0.027 h=0.075
frame7_002609.txt,加钢脚水泥,R2框太小,w=0.028 h=0.077
frame7_002609.txt,加钢脚水泥,R4连拍重复,与frame7_002608.txt几乎同框
frame7_002610.txt,加钢脚水泥,R2框太小,w=0.028 h=0.078
frame7_002611.txt,加钢脚水泥,R2框太小,w=0.028 h=0.085
frame7_002612.txt,加钢脚水泥,R2框太小,w=0.029 h=0.080
frame7_002613.txt,加钢脚水泥,R2框太小,w=0.027 h=0.085
frame7_002854.txt,装杯,R4连拍重复,与frame7_002853.txt几乎同框
frame7_002855.txt,装杯,R4连拍重复,与frame7_002854.txt几乎同框
frame7_002857.txt,装杯,R4连拍重复,与frame7_002856.txt几乎同框
frame7_002859.txt,装杯,R4连拍重复,与frame7_002858.txt几乎同框
frame7_003019.txt,装杯,R4连拍重复,与frame7_003018.txt几乎同框
frame7_003061.txt,加钢脚水泥,R2框太小,w=0.033 h=0.102
frame7_003062.txt,加钢脚水泥,R2框太小,w=0.030 h=0.095
frame7_003063.txt,加钢脚水泥,R2框太小,w=0.033 h=0.095
frame7_003064.txt,加钢脚水泥,R2框太小,w=0.033 h=0.100
frame7_003064.txt,加钢脚水泥,R4连拍重复,与frame7_003063.txt几乎同框
frame7_003065.txt,加钢脚水泥,R2框太小,w=0.031 h=0.103
frame7_003066.txt,加钢脚水泥,R2框太小,w=0.029 h=0.097
frame7_003067.txt,加钢脚水泥,R2框太小,w=0.027 h=0.098
frame_000005.txt,舀料,R1静置误标(附近无人),person数=0
frame_000006.txt,舀料,R1静置误标(附近无人),person数=0
frame_000040.txt,加钢脚水泥,R4连拍重复,与frame_000039.txt几乎同框
frame_000041.txt,加钢脚水泥,R4连拍重复,与frame_000040.txt几乎同框
frame_000174.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000174.txt,称重清零,R4连拍重复,与frame_000173.txt几乎同框
frame_000175.txt,称重清零,R1静置误标(附近无人),person数=2
frame_000175.txt,称重清零,R4连拍重复,与frame_000174.txt几乎同框
frame_000176.txt,称重清零,R1静置误标(附近无人),person数=0
frame_000176.txt,称重清零,R4连拍重复,与frame_000175.txt几乎同框
frame_000177.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000177.txt,称重清零,R4连拍重复,与frame_000176.txt几乎同框
frame_000178.txt,称重清零,R4连拍重复,与frame_000177.txt几乎同框
frame_000179.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000179.txt,称重清零,R4连拍重复,与frame_000178.txt几乎同框
frame_000180.txt,称重清零,R4连拍重复,与frame_000179.txt几乎同框
frame_000181.txt,称重清零,R4连拍重复,与frame_000180.txt几乎同框
frame_000182.txt,称重清零,R4连拍重复,与frame_000181.txt几乎同框
frame_000183.txt,称重清零,R4连拍重复,与frame_000182.txt几乎同框
frame_000183.txt,称重清零,R4连拍重复,与frame_000183.txt几乎同框
frame_000184.txt,称重清零,R4连拍重复,与frame_000183.txt几乎同框
frame_000185.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000185.txt,称重清零,R4连拍重复,与frame_000184.txt几乎同框
frame_000191.txt,舀料,R1静置误标(附近无人),person数=1
frame_000204.txt,舀料,R1静置误标(附近无人),person数=0
frame_000205.txt,舀料,R1静置误标(附近无人),person数=0
frame_000206.txt,舀料,R1静置误标(附近无人),person数=0
frame_000207.txt,舀料,R1静置误标(附近无人),person数=0
frame_000208.txt,舀料,R1静置误标(附近无人),person数=0
frame_000209.txt,舀料,R1静置误标(附近无人),person数=1
frame_000223.txt,舀料,R1静置误标(附近无人),person数=1
frame_000224.txt,舀料,R1静置误标(附近无人),person数=1
frame_000225.txt,舀料,R1静置误标(附近无人),person数=1
frame_000232.txt,舀料,R1静置误标(附近无人),person数=0
frame_000333.txt,装杯,R4连拍重复,与frame_000332.txt几乎同框
frame_000334.txt,装杯,R4连拍重复,与frame_000333.txt几乎同框
frame_000335.txt,装杯,R4连拍重复,与frame_000334.txt几乎同框
frame_000336.txt,装杯,R4连拍重复,与frame_000335.txt几乎同框
frame_000337.txt,装杯,R4连拍重复,与frame_000336.txt几乎同框
frame_000338.txt,装杯,R4连拍重复,与frame_000337.txt几乎同框
frame_000339.txt,装杯,R1静置误标(附近无人),person数=1
frame_000339.txt,装杯,R4连拍重复,与frame_000338.txt几乎同框
frame_000340.txt,装杯,R1静置误标(附近无人),person数=1
frame_000340.txt,装杯,R4连拍重复,与frame_000339.txt几乎同框
frame_000341.txt,装杯,R1静置误标(附近无人),person数=1
frame_000341.txt,装杯,R4连拍重复,与frame_000340.txt几乎同框
frame_000342.txt,装杯,R4连拍重复,与frame_000341.txt几乎同框
frame_000343.txt,装杯,R4连拍重复,与frame_000342.txt几乎同框
frame_000344.txt,装杯,R4连拍重复,与frame_000343.txt几乎同框
frame_000345.txt,装杯,R4连拍重复,与frame_000344.txt几乎同框
frame_000346.txt,装杯,R4连拍重复,与frame_000345.txt几乎同框
frame_000347.txt,装杯,R4连拍重复,与frame_000346.txt几乎同框
frame_000348.txt,装杯,R4连拍重复,与frame_000347.txt几乎同框
frame_000349.txt,装杯,R4连拍重复,与frame_000348.txt几乎同框
frame_000350.txt,装杯,R4连拍重复,与frame_000349.txt几乎同框
frame_000351.txt,装杯,R4连拍重复,与frame_000350.txt几乎同框
frame_000352.txt,装杯,R4连拍重复,与frame_000351.txt几乎同框
frame_000353.txt,装杯,R4连拍重复,与frame_000352.txt几乎同框
frame_000354.txt,装杯,R1静置误标(附近无人),person数=1
frame_000354.txt,装杯,R4连拍重复,与frame_000353.txt几乎同框
frame_000355.txt,装杯,R1静置误标(附近无人),person数=0
frame_000355.txt,装杯,R4连拍重复,与frame_000354.txt几乎同框
frame_000356.txt,装杯,R1静置误标(附近无人),person数=1
frame_000356.txt,装杯,R4连拍重复,与frame_000355.txt几乎同框
frame_000357.txt,装杯,R4连拍重复,与frame_000356.txt几乎同框
frame_000358.txt,装杯,R1静置误标(附近无人),person数=1
frame_000358.txt,装杯,R4连拍重复,与frame_000357.txt几乎同框
frame_000359.txt,装杯,R1静置误标(附近无人),person数=1
frame_000359.txt,装杯,R4连拍重复,与frame_000358.txt几乎同框
frame_000360.txt,装杯,R1静置误标(附近无人),person数=1
frame_000360.txt,装杯,R4连拍重复,与frame_000359.txt几乎同框
frame_000361.txt,装杯,R4连拍重复,与frame_000360.txt几乎同框
frame_000362.txt,装杯,R4连拍重复,与frame_000361.txt几乎同框
frame_000363.txt,装杯,R4连拍重复,与frame_000362.txt几乎同框
frame_000450.txt,称重清零,R4连拍重复,与frame_000185.txt几乎同框
frame_000451.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000451.txt,称重清零,R4连拍重复,与frame_000450.txt几乎同框
frame_000452.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000452.txt,称重清零,R4连拍重复,与frame_000451.txt几乎同框
frame_000453.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000453.txt,称重清零,R4连拍重复,与frame_000452.txt几乎同框
frame_000454.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000454.txt,称重清零,R4连拍重复,与frame_000453.txt几乎同框
frame_000455.txt,称重清零,R4连拍重复,与frame_000454.txt几乎同框
frame_000456.txt,称重清零,R4连拍重复,与frame_000455.txt几乎同框
frame_000457.txt,称重清零,R4连拍重复,与frame_000456.txt几乎同框
frame_000458.txt,称重清零,R4连拍重复,与frame_000457.txt几乎同框
frame_000459.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000459.txt,称重清零,R4连拍重复,与frame_000458.txt几乎同框
frame_000460.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000460.txt,称重清零,R4连拍重复,与frame_000459.txt几乎同框
frame_000461.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000461.txt,称重清零,R4连拍重复,与frame_000460.txt几乎同框
frame_000462.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000462.txt,称重清零,R4连拍重复,与frame_000461.txt几乎同框
frame_000494.txt,装杯,R4连拍重复,与frame_000493.txt几乎同框
frame_000495.txt,装杯,R4连拍重复,与frame_000494.txt几乎同框
frame_000496.txt,装杯,R4连拍重复,与frame_000495.txt几乎同框
frame_000497.txt,装杯,R4连拍重复,与frame_000496.txt几乎同框
frame_000498.txt,装杯,R4连拍重复,与frame_000497.txt几乎同框
frame_000499.txt,装杯,R4连拍重复,与frame_000498.txt几乎同框
frame_000500.txt,装杯,R4连拍重复,与frame_000499.txt几乎同框
frame_000501.txt,装杯,R4连拍重复,与frame_000500.txt几乎同框
frame_000502.txt,装杯,R4连拍重复,与frame_000501.txt几乎同框
frame_000503.txt,装杯,R4连拍重复,与frame_000502.txt几乎同框
frame_000504.txt,装杯,R4连拍重复,与frame_000503.txt几乎同框
frame_000505.txt,装杯,R4连拍重复,与frame_000504.txt几乎同框
frame_000506.txt,装杯,R4连拍重复,与frame_000505.txt几乎同框
frame_000507.txt,装杯,R4连拍重复,与frame_000506.txt几乎同框
frame_000508.txt,装杯,R4连拍重复,与frame_000507.txt几乎同框
frame_000509.txt,装杯,R4连拍重复,与frame_000508.txt几乎同框
frame_000510.txt,装杯,R4连拍重复,与frame_000509.txt几乎同框
frame_000511.txt,装杯,R4连拍重复,与frame_000510.txt几乎同框
frame_000512.txt,装杯,R4连拍重复,与frame_000511.txt几乎同框
frame_000513.txt,装杯,R4连拍重复,与frame_000512.txt几乎同框
frame_000514.txt,装杯,R4连拍重复,与frame_000513.txt几乎同框
frame_000515.txt,装杯,R4连拍重复,与frame_000514.txt几乎同框
frame_000516.txt,装杯,R4连拍重复,与frame_000515.txt几乎同框
frame_000517.txt,装杯,R4连拍重复,与frame_000516.txt几乎同框
frame_000518.txt,装杯,R4连拍重复,与frame_000517.txt几乎同框
frame_000519.txt,装杯,R4连拍重复,与frame_000518.txt几乎同框
frame_000520.txt,装杯,R4连拍重复,与frame_000519.txt几乎同框
frame_000521.txt,装杯,R4连拍重复,与frame_000520.txt几乎同框
frame_000522.txt,装杯,R4连拍重复,与frame_000521.txt几乎同框
frame_000523.txt,装杯,R4连拍重复,与frame_000522.txt几乎同框
frame_000524.txt,装杯,R4连拍重复,与frame_000523.txt几乎同框
frame_000525.txt,装杯,R4连拍重复,与frame_000524.txt几乎同框
frame_000539.txt,舀料,R1静置误标(附近无人),person数=1
frame_000540.txt,舀料,R1静置误标(附近无人),person数=1
frame_000541.txt,舀料,R1静置误标(附近无人),person数=0
frame_000542.txt,舀料,R1静置误标(附近无人),person数=0
frame_000543.txt,舀料,R1静置误标(附近无人),person数=0
frame_000546.txt,装杯,R1静置误标(附近无人),person数=1
frame_000547.txt,装杯,R1静置误标(附近无人),person数=1
frame_000573.txt,加钢脚水泥,R4连拍重复,与frame_000572.txt几乎同框
frame_000574.txt,加钢脚水泥,R4连拍重复,与frame_000573.txt几乎同框
frame_000575.txt,加钢脚水泥,R4连拍重复,与frame_000574.txt几乎同框
frame_000576.txt,加钢脚水泥,R4连拍重复,与frame_000575.txt几乎同框
frame_000577.txt,加钢脚水泥,R4连拍重复,与frame_000576.txt几乎同框
frame_000713.txt,称重清零,R1静置误标(附近无人),person数=0
frame_000713.txt,称重清零,R4连拍重复,与frame_000712.txt几乎同框
frame_000714.txt,称重清零,R4连拍重复,与frame_000713.txt几乎同框
frame_000715.txt,称重清零,R4连拍重复,与frame_000714.txt几乎同框
frame_000716.txt,称重清零,R4连拍重复,与frame_000715.txt几乎同框
frame_000717.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000717.txt,称重清零,R4连拍重复,与frame_000716.txt几乎同框
frame_000718.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000718.txt,称重清零,R4连拍重复,与frame_000717.txt几乎同框
frame_000719.txt,称重清零,R1静置误标(附近无人),person数=1
frame_000719.txt,称重清零,R4连拍重复,与frame_000718.txt几乎同框
frame_000720.txt,称重清零,R4连拍重复,与frame_000719.txt几乎同框
frame_000721.txt,称重清零,R4连拍重复,与frame_000720.txt几乎同框
frame_000724.txt,舀料,R4连拍重复,与frame_000723.txt几乎同框
frame_000750.txt,舀料,R1静置误标(附近无人),person数=2
frame_000758.txt,装杯,R4连拍重复,与frame_000757.txt几乎同框
frame_000759.txt,装杯,R4连拍重复,与frame_000758.txt几乎同框
frame_000760.txt,装杯,R4连拍重复,与frame_000759.txt几乎同框
frame_000761.txt,装杯,R4连拍重复,与frame_000760.txt几乎同框
frame_000762.txt,装杯,R4连拍重复,与frame_000761.txt几乎同框
frame_000763.txt,装杯,R4连拍重复,与frame_000762.txt几乎同框
frame_000764.txt,装杯,R4连拍重复,与frame_000763.txt几乎同框
frame_000765.txt,装杯,R4连拍重复,与frame_000764.txt几乎同框
frame_000766.txt,装杯,R4连拍重复,与frame_000765.txt几乎同框
frame_000767.txt,装杯,R4连拍重复,与frame_000766.txt几乎同框
frame_000768.txt,装杯,R4连拍重复,与frame_000767.txt几乎同框
frame_000769.txt,装杯,R4连拍重复,与frame_000768.txt几乎同框
frame_000770.txt,装杯,R4连拍重复,与frame_000769.txt几乎同框
frame_000771.txt,装杯,R4连拍重复,与frame_000770.txt几乎同框
frame_000772.txt,装杯,R4连拍重复,与frame_000771.txt几乎同框
frame_000773.txt,装杯,R4连拍重复,与frame_000772.txt几乎同框
frame_000774.txt,装杯,R4连拍重复,与frame_000773.txt几乎同框
frame_000778.txt,装杯,R4连拍重复,与frame_000777.txt几乎同框
frame_000779.txt,装杯,R4连拍重复,与frame_000778.txt几乎同框
frame_000788.txt,装杯,R4连拍重复,与frame_000787.txt几乎同框
frame_000789.txt,装杯,R4连拍重复,与frame_000788.txt几乎同框
frame_000790.txt,装杯,R4连拍重复,与frame_000789.txt几乎同框
frame_000791.txt,装杯,R4连拍重复,与frame_000790.txt几乎同框
frame_000793.txt,装杯,R4连拍重复,与frame_000792.txt几乎同框
frame_000794.txt,装杯,R4连拍重复,与frame_000793.txt几乎同框
frame_000796.txt,装杯,R4连拍重复,与frame_000795.txt几乎同框
frame_000798.txt,装杯,R4连拍重复,与frame_000797.txt几乎同框
frame_000799.txt,装杯,R1静置误标(附近无人),person数=0
frame_000799.txt,装杯,R4连拍重复,与frame_000798.txt几乎同框
frame_000867.txt,加钢脚水泥,R4连拍重复,与frame_000866.txt几乎同框
frame_000868.txt,加钢脚水泥,R4连拍重复,与frame_000867.txt几乎同框
frame_000869.txt,加钢脚水泥,R4连拍重复,与frame_000868.txt几乎同框
frame_000870.txt,加钢脚水泥,R4连拍重复,与frame_000869.txt几乎同框
frame_000871.txt,加钢脚水泥,R4连拍重复,与frame_000870.txt几乎同框
frame_000872.txt,加钢脚水泥,R4连拍重复,与frame_000871.txt几乎同框
frame_001067.txt,称重清零,R4连拍重复,与frame_000721.txt几乎同框
frame_001068.txt,称重清零,R4连拍重复,与frame_001067.txt几乎同框
frame_001069.txt,称重清零,R4连拍重复,与frame_001068.txt几乎同框
frame_001070.txt,称重清零,R4连拍重复,与frame_001069.txt几乎同框
frame_001071.txt,称重清零,R4连拍重复,与frame_001070.txt几乎同框
frame_001072.txt,称重清零,R1静置误标(附近无人),person数=0
frame_001072.txt,称重清零,R4连拍重复,与frame_001071.txt几乎同框
frame_001157.txt,舀料,R1静置误标(附近无人),person数=1
frame_001158.txt,装杯,R1静置误标(附近无人),person数=1
frame_001160.txt,舀料,R1静置误标(附近无人),person数=1
frame_001161.txt,舀料,R1静置误标(附近无人),person数=1
frame_001162.txt,装杯,R1静置误标(附近无人),person数=0
frame_001163.txt,装杯,R1静置误标(附近无人),person数=0
frame_001164.txt,舀料,R1静置误标(附近无人),person数=0
frame_001165.txt,舀料,R1静置误标(附近无人),person数=0
frame_001166.txt,装杯,R1静置误标(附近无人),person数=0
frame_001167.txt,装杯,R1静置误标(附近无人),person数=1
frame_001168.txt,舀料,R1静置误标(附近无人),person数=1
frame_001169.txt,舀料,R1静置误标(附近无人),person数=1
frame_001170.txt,装杯,R1静置误标(附近无人),person数=0
frame_001171.txt,装杯,R1静置误标(附近无人),person数=1
frame_001172.txt,装杯,R1静置误标(附近无人),person数=1
frame_001173.txt,装杯,R1静置误标(附近无人),person数=1
frame_001174.txt,装杯,R1静置误标(附近无人),person数=1
frame_001175.txt,装杯,R1静置误标(附近无人),person数=1
frame_001175.txt,装杯,R4连拍重复,与frame_001174.txt几乎同框
frame_001176.txt,装杯,R1静置误标(附近无人),person数=1
frame_001217.txt,加钢脚水泥,R4连拍重复,与frame_001216.txt几乎同框
frame_001218.txt,加钢脚水泥,R4连拍重复,与frame_001217.txt几乎同框
frame_001221.txt,加钢脚水泥,R4连拍重复,与frame_001220.txt几乎同框
frame_001222.txt,加钢脚水泥,R4连拍重复,与frame_001221.txt几乎同框
frame_001223.txt,加钢脚水泥,R4连拍重复,与frame_001222.txt几乎同框
frame_001224.txt,加钢脚水泥,R4连拍重复,与frame_001223.txt几乎同框
frame_001225.txt,加钢脚水泥,R4连拍重复,与frame_001224.txt几乎同框
frame_001226.txt,加钢脚水泥,R4连拍重复,与frame_001225.txt几乎同框
frame_001370.txt,称重清零,R1静置误标(附近无人),person数=0
frame_001370.txt,称重清零,R4连拍重复,与frame_001369.txt几乎同框
frame_001371.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001371.txt,称重清零,R4连拍重复,与frame_001370.txt几乎同框
frame_001372.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001372.txt,称重清零,R4连拍重复,与frame_001371.txt几乎同框
frame_001373.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001373.txt,称重清零,R4连拍重复,与frame_001372.txt几乎同框
frame_001374.txt,称重清零,R4连拍重复,与frame_001373.txt几乎同框
frame_001375.txt,称重清零,R4连拍重复,与frame_001374.txt几乎同框
frame_001376.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001376.txt,称重清零,R4连拍重复,与frame_001375.txt几乎同框
frame_001377.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001377.txt,称重清零,R4连拍重复,与frame_001376.txt几乎同框
frame_001378.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001378.txt,称重清零,R4连拍重复,与frame_001377.txt几乎同框
frame_001379.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001379.txt,称重清零,R4连拍重复,与frame_001378.txt几乎同框
frame_001380.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001380.txt,称重清零,R4连拍重复,与frame_001379.txt几乎同框
frame_001381.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001381.txt,称重清零,R4连拍重复,与frame_001380.txt几乎同框
frame_001382.txt,称重清零,R4连拍重复,与frame_001381.txt几乎同框
frame_001383.txt,称重清零,R4连拍重复,与frame_001382.txt几乎同框
frame_001384.txt,称重清零,R4连拍重复,与frame_001383.txt几乎同框
frame_001385.txt,称重清零,R4连拍重复,与frame_001384.txt几乎同框
frame_001393.txt,装杯,R1静置误标(附近无人),person数=1
frame_001394.txt,舀料,R1静置误标(附近无人),person数=1
frame_001395.txt,舀料,R1静置误标(附近无人),person数=1
frame_001396.txt,舀料,R1静置误标(附近无人),person数=1
frame_001397.txt,装杯,R1静置误标(附近无人),person数=1
frame_001398.txt,装杯,R1静置误标(附近无人),person数=1
frame_001399.txt,舀料,R1静置误标(附近无人),person数=1
frame_001400.txt,装杯,R1静置误标(附近无人),person数=1
frame_001401.txt,装杯,R1静置误标(附近无人),person数=1
frame_001402.txt,装杯,R1静置误标(附近无人),person数=0
frame_001403.txt,装杯,R1静置误标(附近无人),person数=1
frame_001404.txt,装杯,R1静置误标(附近无人),person数=1
frame_001405.txt,装杯,R1静置误标(附近无人),person数=1
frame_001406.txt,装杯,R1静置误标(附近无人),person数=1
frame_001407.txt,装杯,R1静置误标(附近无人),person数=1
frame_001454.txt,加钢脚水泥,R4连拍重复,与frame_001453.txt几乎同框
frame_001455.txt,加钢脚水泥,R4连拍重复,与frame_001454.txt几乎同框
frame_001456.txt,加钢脚水泥,R4连拍重复,与frame_001455.txt几乎同框
frame_001457.txt,加钢脚水泥,R4连拍重复,与frame_001456.txt几乎同框
frame_001458.txt,加钢脚水泥,R4连拍重复,与frame_001457.txt几乎同框
frame_001459.txt,加钢脚水泥,R4连拍重复,与frame_001458.txt几乎同框
frame_001460.txt,加钢脚水泥,R4连拍重复,与frame_001459.txt几乎同框
frame_001461.txt,加钢脚水泥,R4连拍重复,与frame_001460.txt几乎同框
frame_001462.txt,加钢脚水泥,R4连拍重复,与frame_001461.txt几乎同框
frame_001588.txt,称重清零,R1静置误标(附近无人),person数=0
frame_001589.txt,称重清零,R1静置误标(附近无人),person数=0
frame_001589.txt,称重清零,R4连拍重复,与frame_001588.txt几乎同框
frame_001590.txt,称重清零,R1静置误标(附近无人),person数=0
frame_001590.txt,称重清零,R4连拍重复,与frame_001589.txt几乎同框
frame_001591.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001591.txt,称重清零,R4连拍重复,与frame_001590.txt几乎同框
frame_001592.txt,称重清零,R1静置误标(附近无人),person数=0
frame_001592.txt,称重清零,R4连拍重复,与frame_001591.txt几乎同框
frame_001593.txt,称重清零,R4连拍重复,与frame_001592.txt几乎同框
frame_001594.txt,称重清零,R1静置误标(附近无人),person数=0
frame_001594.txt,称重清零,R4连拍重复,与frame_001593.txt几乎同框
frame_001595.txt,称重清零,R1静置误标(附近无人),person数=0
frame_001595.txt,称重清零,R4连拍重复,与frame_001594.txt几乎同框
frame_001596.txt,称重清零,R4连拍重复,与frame_001595.txt几乎同框
frame_001597.txt,称重清零,R4连拍重复,与frame_001596.txt几乎同框
frame_001598.txt,称重清零,R4连拍重复,与frame_001597.txt几乎同框
frame_001599.txt,称重清零,R1静置误标(附近无人),person数=0
frame_001599.txt,称重清零,R4连拍重复,与frame_001598.txt几乎同框
frame_001600.txt,称重清零,R4连拍重复,与frame_001599.txt几乎同框
frame_001601.txt,称重清零,R4连拍重复,与frame_001600.txt几乎同框
